Eigvals,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.561355887,2.013204996,0.55544131,0.435051079,0.397742023,0.306075624,0.252756082,0.190796149,0.158358523,0.130680873,0.11443258,0.080611174,0.063885661,0.057255144,0.042069154,0.036112413,0.02996622,0.024166633,0.018883553,0.014097767,0.007462716,0.004066697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.341766011,0.268625318,0.074113465,0.058049595,0.053071385,0.040840184,0.033725668,0.02545825,0.021130043,0.017436968,0.015268931,0.010756084,0.008524371,0.00763965,0.005613358,0.00481854,0.003998443,0.003224594,0.002519664,0.001881089,0.000995763,0.000542626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T15.f,0.375945868,-0.027442183,-0.075726397,-0.030122029,0.117552533,0.13829023,-0.093666843,0.068660685,-0.045660433,0.028570823,-0.052987258,0.085259181,0.039744229,0.031352523,0.033779558,0.03367202,0.07100176,-0.015298081,-0.04174614,0.027544647,-0.013763342,0.002700216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.lg,-0.284971793,0.067253649,-0.186013615,0.081621731,0.047634932,0.083985548,-0.015282781,0.014185172,0.040365522,0.031680573,0.009475331,-0.017187222,0.003669381,-0.021207097,-0.032521183,-0.004557952,-0.010403649,0.01180967,0.00827736,0.015422388,-0.012164601,-0.016880423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.pv,-0.271912728,0.062510963,-0.059310834,0.049461486,-0.041121086,-0.022860709,-0.007371293,-0.057476087,0.011544375,-0.0006507,-0.004494297,0.06707049,0.003960143,-0.008977466,0.009040884,0.01001529,0.005930707,-0.015315873,-0.027549613,0.001908401,0.023582995,-0.026554465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.sm,-0.271344223,0.061158679,-0.069423525,0.047590169,-0.039074208,-0.015094188,-0.003905153,-0.042979613,0.016369292,-0.008208479,-0.017215626,0.06695923,0.008881151,-0.004727003,0.018353576,0.01834052,0.006603726,0.006664912,-0.033265419,-0.000194101,-0.000457558,0.006723802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.cs,-0.047414064,-0.378405353,-0.023202379,0.051520049,-0.05844982,-0.148909774,0.001447955,-0.121953265,-0.049019716,0.094536541,-0.048730059,0.0016835,0.000934202,0.017678572,0.004864831,-0.015695272,0.011235775,0.0187338,-0.017217491,-0.009457814,0.02117223,0.013622411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.f,-0.060768818,-0.405072307,-0.161080253,0.054699757,0.083414062,0.057988585,-0.033199835,0.043501539,-0.02345661,0.053198299,-0.011500405,-0.01793577,-0.029848454,-0.002195691,-0.031505335,-0.026406455,0.007445927,-0.012755139,0.017229993,0.008539638,0.038137358,-0.005095553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.lg,0.114155809,0.263921357,-0.086248485,0.073712999,-0.106248657,-0.10135461,-0.046020518,0.035513617,0.070449674,0.056429845,0.009818751,-0.019261438,0.039284156,0.024793797,0.017715339,0.000291822,-0.004549305,-0.026734181,0.013435751,0.010039579,0.001171675,0.007483763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.pv,-0.275451102,0.095251194,0.003088952,0.018670709,-0.063568456,-0.023859177,-0.061553966,-0.036398747,-0.010623248,-0.060367252,0.008246327,-0.052249163,-0.111823272,0.02650146,0.042290797,0.003671075,0.020818567,0.01491193,0.023628403,0.068034507,-0.00487222,0.011818613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
