Eigvals,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.862104652,0.287452478,0.143928668,0.078931446,0.026451077,0.019017865,0.015274672,0.010499472,0.007551055,0.006348508,0.003656565,0.00326149,0.002142103,0.001822588,0.001097288,0.00093396,0.000818779,0.000642632,0.000188165,8.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.585587428,0.195253043,0.097764023,0.053614445,0.017966982,0.012917948,0.010375371,0.007131801,0.005129079,0.004312245,0.002483734,0.002215378,0.00145503,0.001237999,0.000745337,0.000634395,0.000556158,0.00043651,0.000127811,5.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T15.f,0.059799459,0.034518324,0.0052986,0.071654293,0.023364635,-0.006345585,-0.008965737,0.004967671,0.007354088,-0.025408749,-0.009726354,-0.015838612,0.000880433,0.004943271,-0.009862748,-0.00530588,0.003035513,0.002857491,-0.000968193,0.000419983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.lg,-0.04548085,0.060619303,-0.006572244,-0.004328136,0.005885232,0.019015914,-0.022466868,0.004754156,0.013358497,0.013363215,-0.012301332,0.001062597,0.001250735,0.013113743,0.000393537,0.008602154,0.003573962,0.001037151,0.002052386,-0.000626666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.pv,-0.132925347,-0.263863731,-0.094633033,-0.025497229,0.025466852,-0.01574372,-0.036412066,0.030837117,0.004239239,0.002295876,-0.009114843,0.001962208,-0.003720087,0.002108233,-0.002219332,8.59E-05,-0.003682855,0.000135336,-0.000403421,-1.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15.sm,-0.13174164,0.050008208,-0.042030083,0.017879611,-0.01248837,0.037435038,-0.004635483,-0.010142716,0.025397036,0.016059322,-0.003231062,-0.012150566,-0.003053435,-0.016167989,-0.003174349,-0.001941842,-0.004568445,-0.001776229,0.000128418,-0.000422255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.cs,0.057440384,0.045212835,0.013061271,-0.013165247,0.021407274,-0.008596673,-0.003040221,0.025220709,-0.008803612,0.005097871,0.011829603,-0.000652238,-0.002653653,-0.007271395,0.004769154,0.004973441,-0.007674835,-0.00605428,0.001496756,0.000223917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.f,0.147199351,3.29E-05,-0.002462465,-0.022611183,-0.013104911,-0.01064715,0.003866402,0.017446278,-0.006879026,-0.000410912,-0.005988801,-0.005583987,0.004883364,-0.003348297,0.002725233,-0.001578715,-0.00098871,-0.007951896,0.001216052,0.00122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.lg,-0.095815538,0.068419702,-0.040329756,-0.033762557,-0.000225748,0.006743328,-0.015395032,-0.010925124,-0.007145533,-0.009252573,-0.002258003,-0.001410334,-0.013315595,-0.003420012,-0.004564753,-0.011779451,-0.001622454,-0.007901835,0.00075433,0.000609927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.pv,-0.162018996,-0.017655996,0.034704059,0.117483074,0.038514078,0.031227468,0.009898358,0.011117072,-0.013283292,-0.010103734,0.00205998,0.011623084,0.000182712,4.50E-05,-0.002996906,0.002166612,-0.00181259,0.00015608,0.000340281,0.000369213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32.sm,-0.143957206,0.062621794,-0.073685043,-0.029295554,-0.006630417,-0.007935214,-0.004477826,-0.000898818,-0.018326948,-0.009812082,-0.000655651,-0.007903228,-0.004607256,-0.011804066,0.002292416,0.006653685,0.005775381,0.004235753,0.00140985,-0.00121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T35.f,-0.119112285,0.061325725,-0.061489745,0.072005476,-0.006107372,0.018099049,-0.037351901,-0.013653895,-0.016111748,-0.003648682,0.009484457,-0.001586602,0.00185176,0.00717555,0.003400424,0.001036694,0.000303471,-0.00010891,-0.000811956,-0.000231823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T35.lg,-0.025229947,-0.008426628,-0.071865149,0.159484093,-0.056361159,-0.063818765,0.028742332,0.001429552,0.000132243,0.008771803,-0.007822253,-0.00030679,0.004515704,-0.001788863,0.000839335,-0.00092347,0.002287006,-0.000266098,0.000431099,9.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T35.pv,-0.264512741,0.079368298,0.095443365,-0.025671086,-0.04934658,-0.005608441,-0.013968924,-0.031747048,-0.010627041,0.018122082,0.010745228,-0.004438557,-0.004467938,0.004015994,0.001063491,0.000174059,0.000678783,0.000210485,-0.000685238,-0.00012676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T35.sm,-0.161100411,0.052888241,-0.04936726,-0.026376945,0.002930857,0.004458271,0.038530122,-0.009070656,0.002445653,0.00071868,0.002984328,-0.014913062,0.00373124,0.00854748,0.010718471,-0.003033458,-0.002776239,0.003216544,0.001664308,0.000278446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37.cs,0.080638711,0.016950647,0.019103713,0.015425319,0.016176013,-0.022497454,-0.007389469,0.018406631,0.036069366,0.003335264,0.012793819,0.005201409,-0.024301148,-0.007986623,0.008446707,-0.000930312,0.009168152,0.004529263,-0.001523335,-6.80E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37.f,-0.033598327,0.072861467,-0.003940345,-0.027054535,0.037015276,0.001016278,-0.018630142,-0.013183226,-0.002568074,-0.00889594,-0.016837339,0.014769177,-0.000916848,0.007604157,0.004140644,-0.008709958,0.0053051,-0.001971905,0.001235606,-0.001614499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37.lg,-0.007692418,0.064152206,0.008615818,-0.023566016,0.031691369,-0.003836541,-0.013765105,-0.002704288,-0.011400781,-0.011686672,-0.006312875,-0.009940963,0.00651734,-0.003548482,-0.001152405,0.009667509,-0.002180678,0.003961047,-0.003443149,0.001690517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37.pv,-0.2622383,-0.040405763,0.137511758,-0.012072974,0.028169152,-0.027839581,-0.013676967,0.019621825,-0.01574829,0.01670775,-0.006329711,-0.001296273,0.00534948,-0.007092446,0.001152872,0.001422127,-0.000934281,-0.000620962,0.000963525,-0.000227253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37.sm,-0.153966995,0.056778602,-0.062696975,-0.025175399,-0.005074376,-0.000936914,0.01516923,0.013371687,0.002379024,0.015322276,-0.001418371,-0.006033416,0.000840887,0.010533611,-0.003325846,0.001318539,0.001932708,-0.006244781,-0.004176026,-0.001516082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T38.f,0.143280135,-0.041898248,0.008497711,0.062505359,0.018046037,0.010544859,-0.023590673,-0.01041176,-0.017591794,0.014318869,0.02452454,0.00680267,0.004147405,0.002651236,-0.004438911,0.001144247,0.002949347,-0.002094277,0.000363509,-0.00063014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T38.lg,0.110079908,0.00736666,-0.003096478,0.063062768,0.000189391,-0.002149705,-0.002938497,0.003119348,-0.004661028,-0.023207613,0.000198912,-0.001399852,-0.008244895,0.006126791,0.012220177,0.003948417,-0.002083262,-0.006961687,-0.000519094,7.28E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T38.pv,-0.032492985,0.036980366,0.045334993,0.021884692,0.030204882,0.028208663,0.016055675,-0.01092077,0.012362373,0.010694694,-0.017604286,0.015605083,0.011539951,-0.006325785,0.009222534,-0.002823445,0.003450302,0.002277273,-0.000780444,0.000580471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T38.sm,0.029058265,0.032329787,0.067363387,-0.004478507,0.006509729,0.026822546,0.048216198,0.023491901,-0.01213132,-0.003331178,0.011062915,0.004643576,-0.008130002,0.000233392,-0.001357074,0.000135633,-0.003641791,0.001115601,-0.000273731,-0.000720011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T39.cs,0.171857492,-0.024636563,0.000811018,-0.024845761,-0.015102167,0.004409383,0.004833849,0.001696678,0.000198777,0.018590573,-0.00134151,0.012597001,0.001192704,0.006983383,-0.000201509,0.001465042,0.002232776,0.001626297,-0.00573671,0.002614231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T39.f,0.159891929,-0.011733917,-0.000276129,-0.015661926,-0.01505211,-0.003638595,-0.006771075,-0.008049359,0.02814828,-0.015893016,0.008236648,0.004056193,0.008180815,0.004726072,-0.000469745,0.006863004,-0.007428628,0.003333327,0.000961549,-0.000891099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T39.lg,0.174384015,-0.016019393,-0.009423927,0.009174212,-0.01307979,0.029782917,-0.005462631,0.002348317,0.008154385,0.006337472,-0.004510848,-0.005930759,0.00924061,-0.010469469,-0.000208931,-0.00177272,0.000167686,-0.00583306,-0.005842849,-0.00042597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T39.pv,-0.032795141,0.046302029,0.208717447,-0.01343427,-0.001443533,-0.033888795,-0.005602493,-0.007598132,0.010143605,-0.015409453,-0.005339643,-0.00667414,0.002934806,0.002005134,0.000243795,-0.00014665,0.000400929,-0.000409017,-0.000606906,0.000117655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T39.sm,-0.132131334,0.064647088,-0.050322217,-0.03105304,-0.012080807,-0.015365008,-0.020441966,0.00401746,0.029966156,-0.020758691,0.018638972,0.006531665,0.016230324,-0.002217017,0.00092157,-0.002142894,-0.001387479,-0.001577348,0.000154673,-0.000138384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4.cs,0.17685072,-0.018523925,-0.005784417,-0.035795043,-0.007507139,-0.002666514,0.000263778,0.009452141,-0.010089485,0.002444645,0.007447992,0.003891444,0.012102681,-0.003991209,0.007222056,-0.003654543,-0.000544685,0.001645821,0.000803091,-0.003518214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4.f,0.175068515,-0.023217673,-0.000360733,-0.038393746,0.003681038,-0.021096634,0.003262751,-0.029606501,-0.008277013,-0.005947951,0.00721859,0.013770325,-3.02E-05,-0.003613389,-0.003474275,-0.002569925,0.00395966,-0.005919135,0.000983187,0.002382602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4.lg,0.125440434,0.002775648,0.005855332,-0.015270494,-0.003039707,-0.036408565,0.020482143,-0.012874945,-0.003150239,0.006543676,-0.015374207,0.006880128,-0.00338994,-0.002910742,-0.003133428,0.00485053,-0.003212836,-0.00279715,0.000753673,-0.001574384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4.pv,-0.144682625,-0.266069041,-0.069484815,-0.029525043,0.047580935,-0.007321228,0.037786949,-0.035568388,-0.000455042,-0.003635845,0.007331911,-0.006468251,0.003696159,-0.000578859,0.003433856,-0.000266465,0.003390181,3.68E-05,-0.00017207,-9.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4.sm,-0.147289498,0.053907263,-0.060446305,-0.029037199,-0.00038033,-0.023378716,0.005969893,-0.017346013,0.005786578,0.000202722,-0.002229337,0.019764949,-0.006955587,-0.000802647,-0.009285715,0.007839669,-0.006240237,0.001889044,-0.000283608,0.000707819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T44.f,0.015012894,-0.000882674,0.049707349,0.017297607,0.04928162,0.001131133,0.022486614,-0.007713444,0.022472029,0.015572101,0.010576009,-0.015777028,-0.003086458,0.007254962,-0.006957991,0.00010582,-0.000651378,-0.003056515,0.00111231,0.00040929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T44.lg,0.163968665,-0.01831933,-0.002993073,-0.018327552,-0.01920118,0.012290868,0.002898499,0.010160047,0.007437079,0.009805148,-0.010255169,-7.24E-05,-0.00351482,0.011293206,-0.002509341,-0.000977393,-0.002598137,-0.002225851,0.00372973,-0.001864011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T44.sm,-0.142030738,0.058043332,-0.068643823,-0.026330214,-0.012226347,-0.002542375,-0.008399111,0.021187431,-0.009542488,0.011305129,0.000445593,-0.000179322,0.001168049,0.000702429,0.002997896,-0.003311387,0.002100667,0.004133225,0.00065374,0.002337766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6.f,0.089420675,0.030448419,0.00958497,-0.009533179,0.007015078,-0.020865338,0.000389452,0.017629117,-0.006308792,0.006125401,0.00782173,-0.002299213,0.008962244,-0.003433921,-0.011271051,-0.009290272,0.002857824,0.006842309,0.001152998,-0.000809085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6.lg,0.166951251,-0.011164225,-0.006317573,-0.034276656,-0.009889021,-0.006068208,0.002295017,0.003411137,-0.012577887,-0.007284919,-0.003200812,-0.009601818,-0.003532735,0.005770589,0.004088541,-0.005545073,-0.007645768,0.004966975,-0.001436994,0.002898993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6.sm,-0.180296395,0.053195892,-0.008697091,-0.021954596,-0.029065365,0.032214722,0.038740995,0.020681945,-0.001242431,-0.022008096,-0.000161524,0.014411317,0.000244231,-0.001108375,-0.005773378,-0.000950491,0.001302163,0.001236871,4.65E-05,0.000197125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8.cs,0.184856141,-0.016356066,-0.006860845,-0.024453875,-0.01730091,0.019836551,-0.000719439,0.010470853,-6.89E-05,0.006653037,0.003215202,-0.004201596,0.002692821,0.003471536,-0.001052262,0.00450651,0.009775406,0.000702436,0.004815011,0.002834253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8.f,0.181379112,-0.015059996,-0.009373282,-0.039057694,-0.008781835,0.002737679,0.004173124,-0.005894686,-0.017366016,-0.009448959,-0.000882511,-0.006925911,-0.007725419,0.001108426,-0.002862691,0.002854045,0.005577861,0.003659248,-0.003554982,-0.003507511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8.lg,0.179681291,-0.013987094,-0.011803579,0.011878535,-0.00828152,0.028535488,-0.004710562,-0.018652198,-0.002593752,-0.004458345,-0.010983183,-0.007734109,-0.001445858,-0.012318177,-0.002098842,0.005739066,0.001768908,0.001118397,0.003392098,0.000557117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8.pv,-0.18589717,-0.277320558,0.108656718,0.00123243,-0.070812063,0.025933389,-0.009968212,0.001160152,0.004521619,-0.011552128,-0.000928525,0.000803652,-0.002601924,0.000642954,-0.000218697,-0.000900677,0.001473428,-0.000182629,0.000121018,3.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8.sm,0.144747537,-0.026213896,0.004688871,0.039038184,-0.00054669,0.008752178,-0.01528098,-0.01903726,-0.003615463,0.013767928,-0.00180828,0.004942523,-0.006642672,-0.000859364,0.002317471,-0.006997641,-0.011791927,0.009030792,0.000482968,-0.000407814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
